Pri_dMass,Pri_dTidaLQ,Sec_dMass,Sec_dTidalQ,Pri_LockTime,Sec_LockTime,Age,Pri_ProtInitial,Pri_ProtAge,Pri_ProtFinal,Sec_ProtInitial,Sec_ProtAge,Sec_ProtFinal,Initial_Ecc,Final_Ecc,Age_Ecc,Initial_Porb,Final_Porb,Age_Porb,Initial_Peq,Final_Peq,Age_Peq
0.637987,9220510.0,0.202779,4731370.0,-3.170577045022194e-08,-3.170577045022194e-08,5883673048.674199,6.78917,66.75906,72.838459,6.99266,61.440999,67.93966,0.161577,0.161576,0.161576,51.2471,51.247067,51.247114,51.2471,51.247067,51.247114
0.824083,8506180.0,0.526555,8142410.0,-3.170577045022194e-08,-3.170577045022194e-08,2080322906.6386948,4.85562,30.763941,58.576523,1.73266,35.219447,74.536163,0.242856,0.242855,0.242857,64.176,64.176219,64.176194,42.784,42.784146,42.78413
0.886351,2710630.0,0.503771,9395220.0,-3.170577045022194e-08,-3.170577045022194e-08,6765884973.241946,11.291,54.749885,54.937918,2.30949,72.651232,74.054173,0.019081,0.01908,0.01908,53.4748,53.475872,53.47597,53.4748,53.475872,53.47597
0.180407,4515600.0,0.107031,915480.0,-3.170577045022194e-08,-3.170577045022194e-08,5066906658.529541,2.53728,52.120383,65.448056,8.6141,56.238862,69.882917,0.023197,0.023197,0.023197,77.4519,77.451924,77.45192,77.4519,77.451924,77.45192
0.169957,8221010.0,0.108519,8443270.0,-3.170577045022194e-08,-3.170577045022194e-08,1530174580.5572815,3.8496,10.680161,66.957755,1.22374,1.498386,62.474233,0.215937,0.215937,0.215937,61.3303,61.330313,61.33031,61.3303,61.330313,61.33031
0.958602,3217370.0,0.839027,2924620.0,-3.170577045022194e-08,-3.170577045022194e-08,3472483909.903343,12.0021,34.99762,52.306697,13.9712,40.688643,59.063837,0.012042,0.012042,0.012042,99.6276,99.628279,99.627885,99.6276,99.628279,99.627885
0.863961,5867450.0,0.796297,1018440.0,-3.170577045022194e-08,-3.170577045022194e-08,3410485301.0171227,2.79984,38.19915,56.446873,4.83699,42.114437,64.518088,0.150756,0.150758,0.150757,91.1463,91.147463,91.146866,91.1463,91.147463,91.146866
0.652071,7401140.0,0.106026,2088760.0,-3.170577045022194e-08,-3.170577045022194e-08,2100684886.2872913,1.30308,34.905933,68.831301,4.64374,15.347148,61.292533,0.173583,0.173578,0.173583,33.1575,33.157053,33.157747,33.1575,33.157053,33.157747
0.104378,8194780.0,0.104152,7891320.0,-3.170577045022194e-08,-3.170577045022194e-08,2312494169.844998,1.10834,5.148334,62.228803,4.30898,19.111017,67.458048,0.15213,0.15213,0.15213,82.5743,82.574304,82.574303,82.5743,82.574304,82.574303
0.648725,9652330.0,0.538681,4877770.0,-3.170577045022194e-08,-3.170577045022194e-08,2937019827.109501,2.72896,44.833888,69.984251,0.827161,43.836103,71.482783,0.062635,0.062634,0.062635,50.7888,50.78881,50.789077,50.7888,50.78881,50.789077
